activity_id,activity_name,designation,fullName,name,parkCode,states,url
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,National Seashore,Cape Cod National Seashore,Cape Cod,caco,MA,https://www.nps.gov/caco/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,,National Mall and Memorial Parks,National Mall and Memorial Parks,nama,DC,https://www.nps.gov/nama/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,,Presidio of San Francisco,Presidio of San Francisco,prsf,CA,https://www.nps.gov/prsf/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,Park,Rock Creek Park,Rock Creek,rocr,DC,https://www.nps.gov/rocr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Abraham Lincoln Birthplace National Historical Park,Abraham Lincoln Birthplace,abli,KY,https://www.nps.gov/abli/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Adams National Historical Park,Adams,adam,MA,https://www.nps.gov/adam/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,African American Civil War Memorial,African American Civil War Memorial,afam,DC,https://www.nps.gov/afam/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,African Burial Ground National Monument,African Burial Ground,afbg,NY,https://www.nps.gov/afbg/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Agate Fossil Beds National Monument,Agate Fossil Beds,agfo,NE,https://www.nps.gov/agfo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Area,Aleutian Islands World War II National Historic Area,Aleutian Islands World War II,aleu,AK,https://www.nps.gov/aleu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Alibates Flint Quarries National Monument,Alibates Flint Quarries,alfl,TX,https://www.nps.gov/alfl/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Trail,Ala Kahakai National Historic Trail,Ala Kahakai,alka,HI,https://www.nps.gov/alka/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Park,American Memorial Park,American Memorial,amme,MP,https://www.nps.gov/amme/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Park,Anacostia Park,Anacostia,anac,DC,https://www.nps.gov/anac/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Andersonville National Historic Site,Andersonville,ande,GA,https://www.nps.gov/ande/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Andrew Johnson National Historic Site,Andrew Johnson,anjo,TN,https://www.nps.gov/anjo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield,Antietam National Battlefield,Antietam,anti,MD,https://www.nps.gov/anti/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Appomattox Court House National Historical Park,Appomattox Court House,apco,VA,https://www.nps.gov/apco/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Lakeshore,Apostle Islands National Lakeshore,Apostle Islands,apis,WI,https://www.nps.gov/apis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Scenic Trail,Appalachian National Scenic Trail,Appalachian,appa,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",https://www.nps.gov/appa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,"Arlington House, The Robert  E. Lee Memorial","Arlington House, The Robert  E. Lee Memorial",arho,VA,https://www.nps.gov/arho/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,Arkansas Post National Memorial,Arkansas Post,arpo,AR,https://www.nps.gov/arpo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Seashore,Assateague Island National Seashore,Assateague Island,asis,"MD,VA",https://www.nps.gov/asis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Aztec Ruins National Monument,Aztec Ruins,azru,NM,https://www.nps.gov/azru/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Bandelier National Monument,Bandelier,band,NM,https://www.nps.gov/band/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Bent's Old Fort National Historic Site,Bent's Old Fort,beol,CO,https://www.nps.gov/beol/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Belmont-Paul Women's Equality National Monument,Belmont-Paul Women's Equality,bepa,DC,https://www.nps.gov/bepa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Bighorn Canyon National Recreation Area,Bighorn Canyon,bica,"MT,WY",https://www.nps.gov/bica/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Birmingham Civil Rights National Monument,Birmingham Civil Rights,bicr,AL,https://www.nps.gov/bicr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Preserve,Big Cypress National Preserve,Big Cypress,bicy,FL,https://www.nps.gov/bicy/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield,Big Hole National Battlefield,Big Hole,biho,MT,https://www.nps.gov/biho/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Blackstone River Valley National Historical Park,Blackstone River Valley,blrv,"RI,MA",https://www.nps.gov/blrv/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Scenic River,Bluestone National Scenic River,Bluestone,blue,WV,https://www.nps.gov/blue/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Boston African American National Historic Site,Boston African American,boaf,MA,https://www.nps.gov/boaf/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Boston Harbor Islands National Recreation Area,Boston Harbor Islands,boha,MA,https://www.nps.gov/boha/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Boston National Historical Park,Boston,bost,MA,https://www.nps.gov/bost/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Booker T Washington National Monument,Booker T Washington,bowa,VA,https://www.nps.gov/bowa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield Site,Brices Cross Roads National Battlefield Site,Brices Cross Roads,brcr,MS,https://www.nps.gov/brcr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National River,Buffalo National River,Buffalo,buff,AR,https://www.nps.gov/buff/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Canyon de Chelly National Monument,Canyon de Chelly,cach,AZ,https://www.nps.gov/cach/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Castle Clinton National Monument,Castle Clinton,cacl,NY,https://www.nps.gov/cacl/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Seashore,Cape Cod National Seashore,Cape Cod,caco,MA,https://www.nps.gov/caco/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Casa Grande Ruins National Monument,Casa Grande Ruins,cagr,AZ,https://www.nps.gov/cagr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Capitol Hill Parks,Capitol Hill Parks,cahi,DC,https://www.nps.gov/cahi/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Trail,Captain John Smith Chesapeake National Historic Trail,Captain John Smith Chesapeake,cajo,"VA,MD,DE,DC,PA,NY",https://www.nps.gov/cajo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Trail,California National Historic Trail,California,cali,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",https://www.nps.gov/cali/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Part of Colonial National Historical Park,Cape Henry Memorial Part of Colonial National Historical Park,Cape Henry Memorial,came,VA,https://www.nps.gov/came/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Seashore,Canaveral National Seashore,Canaveral,cana,FL,https://www.nps.gov/cana/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Cane River Creole National Historical Park,Cane River Creole,cari,LA,https://www.nps.gov/cari/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Carl Sandburg Home National Historic Site,Carl Sandburg Home,carl,NC,https://www.nps.gov/carl/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Capulin Volcano National Monument,Capulin Volcano,cavo,NM,https://www.nps.gov/cavo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Carter G. Woodson Home National Historic Site,Carter G. Woodson Home,cawo,DC,https://www.nps.gov/cawo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Chesapeake Bay,Chesapeake Bay,cbpo,"DC,DE,MD,NY,PA,VA,WV",https://www.nps.gov/cbpo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Cedar Creek & Belle Grove National Historical Park,Cedar Creek & Belle Grove,cebe,VA,https://www.nps.gov/cebe/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Cedar Breaks National Monument,Cedar Breaks,cebr,UT,https://www.nps.gov/cebr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,Chamizal National Memorial,Chamizal,cham,TX,https://www.nps.gov/cham/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Military Park,Chickamauga & Chattanooga National Military Park,Chickamauga & Chattanooga,chch,"GA,TN",https://www.nps.gov/chch/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Chaco Culture National Historical Park,Chaco Culture,chcu,NM,https://www.nps.gov/chcu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Chiricahua National Monument,Chiricahua,chir,AZ,https://www.nps.gov/chir/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Chesapeake & Ohio Canal National Historical Park,Chesapeake & Ohio Canal,choh,"DC,MD,WV",https://www.nps.gov/choh/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Charles Pinckney National Historic Site,Charles Pinckney,chpi,SC,https://www.nps.gov/chpi/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Christiansted National Historic Site,Christiansted,chri,VI,https://www.nps.gov/chri/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Little Rock Central High School National Historic Site,Little Rock Central High School,chsc,AR,https://www.nps.gov/chsc/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Charles Young Buffalo Soldiers National Monument,Charles Young Buffalo Soldiers,chyo,OH,https://www.nps.gov/chyo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Reserve,City Of Rocks National Reserve,City Of Rocks,ciro,ID,https://www.nps.gov/ciro/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Clara Barton National Historic Site,Clara Barton,clba,MD,https://www.nps.gov/clba/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Colonial National Historical Park,Colonial,colo,VA,https://www.nps.gov/colo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,Coronado National Memorial,Coronado,coro,AZ,https://www.nps.gov/coro/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield,Cowpens National Battlefield,Cowpens,cowp,SC,https://www.nps.gov/cowp/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Cumberland Gap National Historical Park,Cumberland Gap,cuga,"KY,TN,VA",https://www.nps.gov/cuga/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Seashore,Cumberland Island National Seashore,Cumberland Island,cuis,GA,https://www.nps.gov/cuis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Civil War Defenses of Washington,Civil War Defenses of Washington,cwdw,"DC,MD,VA",https://www.nps.gov/cwdw/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Dayton Aviation Heritage National Historical Park,Dayton Aviation Heritage,daav,OH,https://www.nps.gov/daav/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Memorial,Dwight D. Eisenhower Memorial,Dwight D. Eisenhower,ddem,DC,https://www.nps.gov/ddem/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park & Preserve,Denali National Park & Preserve,Denali,dena,AK,https://www.nps.gov/dena/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Delaware Water Gap National Recreation Area,Delaware Water Gap,dewa,"NJ,PA",https://www.nps.gov/dewa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Reserve,Ebey's Landing National Historical Reserve,Ebey's Landing,ebla,WA,https://www.nps.gov/ebla/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Edgar Allan Poe National Historic Site,Edgar Allan Poe,edal,PA,https://www.nps.gov/edal/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Thomas Edison National Historical Park,Thomas Edison,edis,NJ,https://www.nps.gov/edis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Effigy Mounds National Monument,Effigy Mounds,efmo,IA,https://www.nps.gov/efmo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Eisenhower National Historic Site,Eisenhower,eise,PA,https://www.nps.gov/eise/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Part of Statue of Liberty National Monument,Ellis Island Part of Statue of Liberty National Monument,Ellis Island,elis,"NJ,NY",https://www.nps.gov/elis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,El Malpais National Monument,El Malpais,elma,NM,https://www.nps.gov/elma/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,El Morro National Monument,El Morro,elmo,NM,https://www.nps.gov/elmo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Eleanor Roosevelt National Historic Site,Eleanor Roosevelt,elro,NY,https://www.nps.gov/elro/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Eugene O'Neill National Historic Site,Eugene O'Neill,euon,CA,https://www.nps.gov/euon/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,Federal Hall National Memorial,Federal Hall,feha,NY,https://www.nps.gov/feha/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Seashore,Fire Island National Seashore,Fire Island,fiis,NY,https://www.nps.gov/fiis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,First Ladies National Historic Site,First Ladies,fila,OH,https://www.nps.gov/fila/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Florissant Fossil Beds National Monument,Florissant Fossil Beds,flfo,CO,https://www.nps.gov/flfo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,Flight 93 National Memorial,Flight 93,flni,PA,https://www.nps.gov/flni/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Davis National Historic Site,Fort Davis,foda,TX,https://www.nps.gov/foda/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield,Fort Donelson National Battlefield,Fort Donelson,fodo,"KY,TN",https://www.nps.gov/fodo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Fort Frederica National Monument,Fort Frederica,fofr,GA,https://www.nps.gov/fofr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Laramie National Historic Site,Fort Laramie,fola,WY,https://www.nps.gov/fola/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Larned National Historic Site,Fort Larned,fols,KS,https://www.nps.gov/fols/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,Fort McHenry,fomc,MD,https://www.nps.gov/fomc/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Fort Monroe National Monument,Fort Monroe,fomr,VA,https://www.nps.gov/fomr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Battlefield,Fort Necessity National Battlefield,Fort Necessity,fone,PA,https://www.nps.gov/fone/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Fort Pulaski National Monument,Fort Pulaski,fopu,GA,https://www.nps.gov/fopu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Scott National Historic Site,Fort Scott,fosc,KS,https://www.nps.gov/fosc/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Smith National Historic Site,Fort Smith,fosm,"AR,OK",https://www.nps.gov/fosm/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Fort Stanwix National Monument,Fort Stanwix,fost,NY,https://www.nps.gov/fost/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Fort Sumter and Fort Moultrie National Historical Park,Fort Sumter and Fort Moultrie,fosu,SC,https://www.nps.gov/fosu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Ford's Theatre,Ford's Theatre,foth,DC,https://www.nps.gov/foth/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Fort Union National Monument,Fort Union,foun,NM,https://www.nps.gov/foun/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Union Trading Post National Historic Site,Fort Union Trading Post,fous,"MT,ND",https://www.nps.gov/fous/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Fort Vancouver National Historic Site,Fort Vancouver,fova,"OR,WA",https://www.nps.gov/fova/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Park,Fort Washington Park,Fort Washington,fowa,MD,https://www.nps.gov/fowa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Franklin Delano Roosevelt Memorial,Franklin Delano Roosevelt Memorial,frde,DC,https://www.nps.gov/frde/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Frederick Douglass National Historic Site,Frederick Douglass,frdo,DC,https://www.nps.gov/frdo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Friendship Hill National Historic Site,Friendship Hill,frhi,PA,https://www.nps.gov/frhi/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Frederick Law Olmsted National Historic Site,Frederick Law Olmsted,frla,MA,https://www.nps.gov/frla/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Freedom Riders National Monument,Freedom Riders,frri,AL,https://www.nps.gov/frri/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Military Park,Fredericksburg & Spotsylvania National Military Park,Fredericksburg & Spotsylvania,frsp,VA,https://www.nps.gov/frsp/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Gateway National Recreation Area,Gateway,gate,"NY,NJ",https://www.nps.gov/gate/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Memorial,General Grant National Memorial,General Grant,gegr,NY,https://www.nps.gov/gegr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,George Rogers Clark National Historical Park,George Rogers Clark,gero,IN,https://www.nps.gov/gero/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Military Park,Gettysburg National Military Park,Gettysburg,gett,PA,https://www.nps.gov/gett/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,George Washington Birthplace National Monument,George Washington Birthplace,gewa,VA,https://www.nps.gov/gewa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Gila Cliff Dwellings National Monument,Gila Cliff Dwellings,gicl,NM,https://www.nps.gov/gicl/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park & Preserve,Glacier Bay National Park & Preserve,Glacier Bay,glba,AK,https://www.nps.gov/glba/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Glen Canyon National Recreation Area,Glen Canyon,glca,"AZ,UT",https://www.nps.gov/glca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Park,Glen Echo Park,Glen Echo,glec,MD,https://www.nps.gov/glec/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Recreation Area,Golden Gate National Recreation Area,Golden Gate,goga,CA,https://www.nps.gov/goga/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Governors Island National Monument,Governors Island,gois,NY,https://www.nps.gov/gois/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historical Park,Golden Spike National Historical Park,Golden Spike,gosp,UT,https://www.nps.gov/gosp/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,,Great Egg Harbor River,Great Egg Harbor River,greg,NJ,https://www.nps.gov/greg/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,Park,Great Falls Park,Great Falls,grfa,VA,https://www.nps.gov/grfa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Historic Site,Grant-Kohrs Ranch National Historic Site,Grant-Kohrs Ranch,grko,MT,https://www.nps.gov/grko/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Monument,Grand Portage National Monument,Grand Portage,grpo,MN,https://www.nps.gov/grpo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park & Preserve,Great Sand Dunes National Park & Preserve,Great Sand Dunes,grsa,CO,https://www.nps.gov/grsa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
